TEXT,LABEL
"This committee has expertise in large-scale clinical trials and qualitative research, economic analysis, clinical CVD management and healthy policy implementation.",Randomised controlled trial
Quality control (QC) were prepared by pooling 10 ÂµL of each resuspended lipid extract.,"In vitro research, Laboratory research"
One RCT aimed at assessing the direct effect of the SCFAs acetate and butyrate to lower BP in human hypertension is in progress [83].,Randomised controlled trial
An 8-week controlled randomized parallel study in patients with type 2 diabetes.,Randomised controlled trial
The major limitation of the observational study is that it is limited to cross-sectional analyses of associations between AMY1 CN and starch intake with BMI and fasting glucose.,Cross-sectional study
"Interestingly, our previous work indicates worsening control of beat-to-beat BPV on establishment of type 2 diabetes in the same rat model (Bakkar et al., 2020).","Animal research, In vivo studies"
"The search inclusion criteria included terms as follows: blueberry, cranberry, strawberry, berry extracts, metabolic syndrome, type 2 diabetes, serum cholesterol, lipoproteins, particle size, inflammation, cohort, and clinical trial; exclusion criteria included terms as follows: children, rats, cell model, polyphenol extracts, fruits, vegetables, myocardial infarction, atherosclerosis.",Cohort study
Fasting blood samples were collected at the end of each intervention period to assess plasma lipids and plasma ghrelin.,Cross-sectional study
A total of 2700 1-day-old male Cobb 500 broiler birds were randomly allocated to 60 floor pens (45 birds/pen) divided in two coccidiosis vaccination groups (vaccinated and non-vaccinated: 30 pens/group).,Randomised controlled trial
Further research on larger cohort of individuals may elucidate whether Phylo1 versus Phylo2 splitting is a consequence of the nutritional composition of VD and MD or due to other yet unrecognized factors.,Cohort study
"A crossover randomized controlled trial published in 2017 demonstrated that urinary metabolic profiling is a precise tool to evaluate dietary intake of the preceding 72 h, that it is sensitive to change, and that it correlates well with the DASH dietary index (61).",Randomised controlled trial
"Exclusion criteria for diseases that could affect metabolism, such as: chronic diseases (neurological, renal, immune, etc.), cardiovascular diseases (high blood pressure, heart failure, cardiomyopathy, carditis, rheumatic heart disease, etc.), metabolic disorder (diabetes, malabsorption, cachexia, and acidâbase imbalance), thyroid gland disease (hypothyroidism and hyperthyroidism), respiratory diseases (asthma), recent surgery, and acute infections.",Cohort study
The study design is shown in Figure 1.,Cohort study
"An RCT on the potential of FMTs to lower BP has been described [84], but the results are yet to be available.",Randomised controlled trial
This study is not a clinical trial.,Non-randomised controlled trial
"The exclusion criteria were: current malignancy, severe heart failure according to the New York Heart Association (NYHA) classification >3 [29], severe renal failure (glomerular filtration rate (GFR) <20 ml/min), chronic obstructive lung disease with emphysema, earlier gastric ulcer or intestinal surgery, known eating disorder or steroid injections within 2 weeks.",Cohort study
"The differences between the studies may result from using different animal models, different amounts of salt in the diet, and a shorter period of feeding salt.","Animal research, In vivo studies"
A total of 21 systematic reviews (1989â?006) were included in the review and represented 185 diabetes care programs.,"Narrative review, Expert opinion, Editorial, Ideas"
"To the best of our knowledge, this is the first population-based prospective cohort study to examine the association between UPF consumption and the risk of MetS in Chinese adults.",Cohort study
"Our results are in line with observations from different human studies revealing that various pathological conditions are associated with a similar trend of beat-to-beat BP aberrations (Bakkar et al., 2021).",Cohort study
"In present cross-sectional study, 737 patients with T2DM (290 men and 447 women) were enlisted from diabetes centers in Tehran.",Cross-sectional study
"Treatment with Triphala churna significantly decreased plasma glucose level at a dose of 500 mg/kg (p < 0.01) and 1,000 mg/kg (p < 0.001) when compared to animals in the diabetic control group [F (4, 25) = 162.4] (Figure 1).","Animal research, In vivo studies"
The randomised crossover design enabled us to control inter-individual variability appropriately despite the small number of participants and to identify effects across individuals.,Randomised controlled trial
In 2001 the National Institute of Aging of the US National Institutes of Health started longer-term studies to explore the age-related benefits and prolonged eligibility of CR in humans.,Cohort study
"In the Malawi cohort, differences in degree centrality were observed for Acidaminococcus (0.6 v 0.0, pâ?â?.06), Bacteroides (0.6 v 0.2, pâ?â?.03), Brachyspira (0.6 v 0.0, pâ?â?.09), Haemophilus (0.6 v 0.2, pâ?â?.07), and unclassified genera in the Neisseriaceae (0.6 v 0.2, pâ?â?.08) and Chlamydiaceae (0.6 v 0.0, pâ?â?.05) families in case v control networks (Additional file 3: Table S3).",Cohort study
