PMCID,ORIGINAL SENTENCE,NER ANNOTATION,IAO SECTION
PMC6318244_v1,"The study was implemented in accordance with Good Clinical Practice guidelines and the ethical principles of the Helsinki Declaration of 1964, as revised in 2013, concerning human and animal rights.","[{""entity_group"": ""methodology"", ""word"": ""good clinical practice guidelines"", ""start"": 45, ""end"": 78, ""score"": 0.9996170401573181}]",IAO:0000314 document part
PMC6320333_v1,Anesthetic procedures complied with legal ethical guidelines approved by the Ethical Committee of the National Research Centre (Egypt) with approval No (13-018) for hepatoprotective study.,"[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 50, ""end"": 60, ""score"": 0.9588945508003235}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,"Also, the experiments were carried out in accordance to NIH guidelines for care and use of animals","[{""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 60, ""end"": 70, ""score"": 0.9846990704536438}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,"Control group, received orally saline (0.2 ml/100 g) for 30 days.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 0, ""end"": 13, ""score"": 0.992664098739624}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,"On the other hand, significant increase in total cholesterol, LDL-C, triglycerides, total lipid and phospholipids in CCl4 intoxicated mice with percentages of increase reached to 127.38, 265.25, 89.49, 74.23 and 86.89%, respectively compared to normal control.","[{""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 245, ""end"": 259, ""score"": 0.9980453252792358}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,"However, HDL-C exhibited significant decrease as compared to normal control mice (35%).","[{""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 61, ""end"": 75, ""score"": 0.8223872184753418}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,Table 4 revealed insignificant increase in albumin level and total protein content in normal MEL & MEF treated mice as compared to control group.,"[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 131, ""end"": 144, ""score"": 0.999750018119812}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,"While, CCl4 intoxicated mice exhibited a significant increase in both albumin and total protein levels with percentages amounted 287.58 and 146.57%, respectively as compared to normal control.","[{""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 177, ""end"": 191, ""score"": 0.9652441740036011}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,Table 5 declared insignificant change in LDH and SDH enzyme activities in mice treated with MEL & MEF as compared to untreated normal control mice.,"[{""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 127, ""end"": 141, ""score"": 0.9661885499954224}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,"A significant increase was noticed in LDH and SDH enzyme activities in CCl4-intoxicated mice with percentages increase amounted 68.95 and 155.63%, respectively as compared to normal control group.","[{""entity_group"": ""methodology"", ""word"": ""normal control"", ""start"": 175, ""end"": 189, ""score"": 0.9982031583786011}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6320333_v1,"Regarding serum ALP enzyme activity, significant increase in its activity in CCl4-intoxicated mice was recorded as compared to control group [39].","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 127, ""end"": 140, ""score"": 0.9998558759689331}]",IAO:0000319 discussion section
PMC6320333_v1,"marmelos leaves and fruits methanol extracts exhibited significant reduction in total lipid, total cholesterol and triglycerides as compared to control group.","[{""entity_group"": ""methodology"", ""word"": ""control group"", ""start"": 144, ""end"": 157, ""score"": 0.9992395043373108}]",IAO:0000615 conclusion section
PMC6321286_v1,"Therefore, in this study, we investigated the effect of resveratrol (RES) on the body weight and browning of white fat in high-fat diet (HFD)-induced obese mice and the potential associated mechanism in vivo.","[{""entity_group"": ""methodology"", ""word"": ""in vivo"", ""start"": 200, ""end"": 207, ""score"": 0.9859268665313721}]",IAO:0000315 textual abstract section
PMC6321286_v1,"After 4 weeks of feeding, additional 8-week-old male recipient mice were randomly allocated to the following 4 treatments: (5), HFD and received feces from chow-fed mice; (6), HFD and received feces from chow-RES-fed mice; (7), HFD and received feces from HFD-fed mice; and (8), HFD and received feces from HFD-RES-fed mice.","[{""entity_group"": ""methodology"", ""word"": ""randomly allocated"", ""start"": 73, ""end"": 91, ""score"": 0.999929666519165}]",IAO:0000315 textual abstract section
PMC6321286_v1,"To determine whether RES affects glucose homeostasis, we performed an oral glucose tolerance test (OGTT) and intraperitoneal injection of insulin tolerance test (IPITT) at the end of the intervention period.","[{""entity_group"": ""methodology"", ""word"": ""intervention period"", ""start"": 187, ""end"": 206, ""score"": 0.9987497329711914}]",IAO:0000318 results section
PMC6321286_v1,"In contrast, RES intervention markedly increased the expression of UCP1 and SIRT-1, which are involved in mediating the effect of thermogenesis and promoting WAT browning (Figure 7A–D).","[{""entity_group"": ""methodology"", ""word"": ""res intervention"", ""start"": 13, ""end"": 29, ""score"": 0.973480224609375}]",IAO:0000318 results section
PMC6321286_v1,"To investigate the mechanism underlying the effect of RES intervention on Sirt1 expression, we further examined the expression of the downstream proteins PGC-1α and PPAR-γ in ingSAT and pgVAT by Western blotting assay.","[{""entity_group"": ""methodology"", ""word"": ""res intervention"", ""start"": 54, ""end"": 70, ""score"": 0.9746689200401306}]",IAO:0000318 results section
PMC6321286_v1,These results demonstrate that RES intervention can promote WAT browning by modulating the gut microbiota and suggests that these RES-mediated effects may be due to modulation of the Sirt1 protein pathway.,"[{""entity_group"": ""methodology"", ""word"": ""res intervention"", ""start"": 31, ""end"": 47, ""score"": 0.9593387246131897}]",IAO:0000318 results section
PMC6321286_v1,"A Sirt1 gain-of-function mutation induces BAT-like remodeling of white adipocytes in vivo and in vitro through PPAR-γ and PGC-1α deacetylation [40,41].","[{""entity_group"": ""methodology"", ""word"": ""in vivo"", ""start"": 82, ""end"": 89, ""score"": 0.952319860458374}, {""entity_group"": ""methodology"", ""word"": ""in vitro"", ""start"": 94, ""end"": 102, ""score"": 0.9992419481277466}]",IAO:0000319 discussion section
PMC6321286_v1,All animal experiments were conducted in accordance with the guidelines of the Animal Ethics Committee of Sun Yat-sen University (No.,"[{""entity_group"": ""methodology"", ""word"": ""animal experiments"", ""start"": 4, ""end"": 22, ""score"": 0.9998701810836792}, {""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 61, ""end"": 71, ""score"": 0.9892221689224243}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6321286_v1,Eight-week-old male mice were randomly allocated to the following 8 groups containing seven or eight animals each: (1) chow without any additional treatment (chow); (2) chow plus 0.4% resveratrol (chow-RES); (3) HFD without any additional treatment (HFD); (4) HFD plus 0.4% resveratrol (HFD-RES); (5) HFD and received feces from chow-fed mice (Chow→HFD); (6) HFD and received feces from chow-RES-fed mice (CHOW + RES→HFD); (7) HFD and received feces from HFD-fed mice (HFD + RES→HFD); and (8) HFD and received feces from HFD-RES-fed mice (HFD→HFD).,"[{""entity_group"": ""methodology"", ""word"": ""randomly allocated"", ""start"": 30, ""end"": 48, ""score"": 0.9999327063560486}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6321286_v1,"Louis, MI, USA) administered by oral gavage once a day for 3 days [56].","[{""entity_group"": ""methodology"", ""word"": ""gavage"", ""start"": 37, ""end"": 43, ""score"": 0.9294652938842773}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6321286_v1,Eight-week-old male recipient mice (n = 7/group) were inoculated daily with 100 μL of the fresh transplant solution by oral gavage for 8 weeks before being sacrificed for subsequent analysis (Supplementary Figure S1).,"[{""entity_group"": ""methodology"", ""word"": ""gavage"", ""start"": 124, ""end"": 130, ""score"": 0.939018964767456}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6321286_v1,"Glucose tolerance tests were performed by oral gavage of glucose (2 g/kg) after 6 h of fasting, and ITTs were performed by intraperitoneal injection (0.75 U/kg) after a 5-h daytime fast.","[{""entity_group"": ""methodology"", ""word"": ""gavage"", ""start"": 47, ""end"": 53, ""score"": 0.9969415664672852}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6337142_v1,"After four weeks of experiment, the mRNA expression of PI3K in the liver of EPE3k group was significantly higher than that of model group, while the expression in model group was lower than normal group (Figure 3a).","[{""entity_group"": ""methodology"", ""word"": ""experiment"", ""start"": 20, ""end"": 30, ""score"": 0.6440435647964478}]",IAO:0000318 results section
PMC6337142_v1,"All experimental protocols were in accordance with the guidelines of laboratory animal welfare ethics and daily animal care guidelines, which were approved by the board of Fuzhou General Hospital of Nanjing Military Region (27/03/2016 & FZZY-2016).","[{""entity_group"": ""methodology"", ""word"": ""experimental protocols"", ""start"": 4, ""end"": 26, ""score"": 0.9997279644012451}, {""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 55, ""end"": 65, ""score"": 0.9995927214622498}, {""entity_group"": ""methodology"", ""word"": ""guidelines"", ""start"": 124, ""end"": 134, ""score"": 0.9852513074874878}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6337142_v1,"After one week, ten mice in the experimental group were randomly chosen as normal group fed with standard chow, and the other 20 mice were fed a high-sucrose/high-fat diet (15% lard, 15% sucrose, 1% cholesterol, 10% yolk, 0.2% sodium deoxycholate, and 58.8% standard chow) to induce diabetes.","[{""entity_group"": ""methodology"", ""word"": ""experimental group"", ""start"": 32, ""end"": 50, ""score"": 0.9997624158859253}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6337142_v1,Type 2 diabetic mice were randomly divided into two groups as model and EPE3k treatment groups (300 mg/kg body weight).,"[{""entity_group"": ""methodology"", ""word"": ""randomly divided"", ""start"": 26, ""end"": 42, ""score"": 0.9914265871047974}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6337142_v1,"The bacterial genome DNA was extracted from mice intestinal contents by using E.Z.N.A.TM Mag-Bind Stool DNA Kit (Omega, Norcross, GA, USA) according to the guideline of manufacturer.","[{""entity_group"": ""methodology"", ""word"": ""guideline"", ""start"": 156, ""end"": 165, ""score"": 0.9997361898422241}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC6337142_v1,prolifera polyphenols have been validated in vivo.,"[{""entity_group"": ""methodology"", ""word"": ""in vivo"", ""start"": 42, ""end"": 49, ""score"": 0.7669126391410828}]",IAO:0000615 conclusion section
PMC6337142_v1,"prolifera polyphenols by classical animal experiments, biochemical analysis, histomorphometry, and associated with an angle of the intestinal tract.","[{""entity_group"": ""methodology"", ""word"": ""animal experiments"", ""start"": 35, ""end"": 53, ""score"": 0.9998775124549866}]",IAO:0000615 conclusion section
PMC6347602_v1,"A prospective cohort study was designed using the Ansan–Ansung data of the Korean Genome and Epidemiology Study (n = 7,358; age ≥40 years at baseline).","[{""entity_group"": ""methodology"", ""word"": ""prospective cohort study"", ""start"": 2, ""end"": 26, ""score"": 0.9998586773872375}, {""entity_group"": ""methodology"", ""word"": ""genome and epidemiology study"", ""start"": 82, ""end"": 111, ""score"": 0.9982638955116272}]",IAO:0000315 textual abstract section
